"","Organisation name","Sub-building Name","Building Name","Number","Primary Thorfare","Alt Thorfare","Secondary Thorfare","Locality","Townland","Town","County","Postcode","x-coordinates","y-coordinates","Primary Key"
"512895",NA,NA,NA,"31","GLENGIVEN AVENUE",NA,NA,NA,"DEER PARK","LIMAVADY","LONDONDERRY","BT490RW",267823,421726,512895
"512896",NA,NA,NA,"37","SCROGGY ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267839,422671,512896
"512908",NA,NA,NA,"72","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268655,421695,512908
"512919",NA,NA,NA,"10","BALLYAVELIN ROAD",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NE",268734,420149,512919
"512921",NA,NA,NA,"37","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267369,421803,512921
"512941",NA,NA,NA,"25","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",267965,422746,512941
"512946",NA,NA,NA,"7","NEWTOWNE SQUARE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",266970,423125,512946
"512947",NA,NA,NA,"22","CASTLE GARDENS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268318,422874,512947
"513036",NA,NA,NA,"19","ARDGARVAN COTTAGES",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268617,420129,513036
"514070",NA,NA,NA,"45","CARROWCLARE ROAD",NA,NA,NA,"CARROWMUDDLE","LIMAVADY","LONDONDERRY","BT499EB",264693,428637,514070
"514700",NA,NA,NA,"23","RATHBEG CRESCENT",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AT",267572,422550,514700
"514701",NA,NA,NA,"55","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268599,422658,514701
"514765",NA,NA,NA,"31","BARLEYHILL",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268397,421723,514765
"514832",NA,NA,NA,"31","LARCH ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NE",261432,417838,514832
"514973",NA,NA,NA,"15","GORTNARNEY ROAD",NA,NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490PZ",273794,416675,514973
"515272",NA,NA,NA,"5","NEWTOWNE SQUARE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",266963,423135,515272
"515329",NA,NA,NA,"68","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268813,422587,515329
"515340",NA,NA,NA,"26","TARTNAKILLY ROAD",NA,NA,NA,"TARTNAKILLY","LIMAVADY","LONDONDERRY","BT499NA",262579,419138,515340
"515351","TESAB ENGINEERING LTD",NA,NA,"16","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266980,423207,515351
"515389",NA,NA,NA,"49","TULLY ROAD",NA,NA,NA,"TULLY","LIMAVADY","LONDONDERRY","BT499HW",264595,422260,515389
"515521",NA,NA,NA,"594","SEACOAST ROAD",NA,NA,NA,"AUGHIL","LIMAVADY","LONDONDERRY","BT490LL",270076,434284,515521
"515536",NA,NA,NA,"46","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267140,432923,515536
"515546",NA,NA,NA,"13","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266767,431708,515546
"515550",NA,NA,NA,"4","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266885,431665,515550
"515666",NA,NA,NA,"4","RAILWAY COTTAGES",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499NU",263707,427063,515666
"515667",NA,NA,NA,"75","LOMOND ROAD",NA,NA,NA,"BALLYMACRAN","LIMAVADY","LONDONDERRY","BT499DZ",263852,426580,515667
"515694",NA,NA,NA,"4","LOMOND PARK",NA,NA,NA,"LOMOND","LIMAVADY","LONDONDERRY","BT499EQ",266178,426037,515694
"515710",NA,NA,"MILLTOWN HOUSE","23","DUNCRUN ROAD",NA,NA,NA,"MILL TOWN","LIMAVADY","LONDONDERRY","BT490JD",267366,430830,515710
"515722",NA,NA,NA,"2","GRANNAGH PARK",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JR",267866,425117,515722
"515734",NA,NA,NA,"4","BURNALLY ROAD",NA,NA,NA,"BURNALLY","LIMAVADY","LONDONDERRY","BT499DP",266078,425400,515734
"515962",NA,NA,NA,"103","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268226,421482,515962
"515963",NA,NA,NA,"72","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SE",268307,422739,515963
"515964",NA,NA,NA,"25","GLENMILL PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RS",267599,421989,515964
"515968","ROE VALLEY CREDIT UNION LTD",NA,NA,"13","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266962,423151,515968
"515969",NA,NA,NA,"7","PROTESTANT STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BP",266963,422886,515969
"515970",NA,NA,NA,"4","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AR",267361,422580,515970
"515972",NA,NA,NA,"18","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267064,422247,515972
"515973",NA,NA,NA,"10","PROTESTANT STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BP",267011,422897,515973
"515975",NA,NA,NA,"18","GLENGIVEN AVENUE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RW",267858,421758,515975
"515976",NA,NA,NA,"62","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267558,421856,515976
"515979",NA,NA,NA,"137","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SN",268315,421944,515979
"515981",NA,"FLAT 1 (BASEMENT FLOOR)",NA,"14","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266974,423204,515981
"515982",NA,NA,NA,"20","RATHBEG CRESCENT",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AT",267583,422529,515982
"515983",NA,NA,NA,"30","BELLS HILL",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268128,423369,515983
"515984",NA,NA,NA,"74-76","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EX",267150,423339,515984
"515987",NA,NA,NA,"5","MOYNE WALK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AX",267178,422300,515987
"515989",NA,NA,NA,"4","ALEXANDER TERRACE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BT",267534,423229,515989
"515990",NA,NA,NA,"12","WINDSOR AVENUE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DA",267718,423395,515990
"515991","GEOFFREY CONN & SON LTD",NA,NA,"44","TULLY ROAD",NA,NA,NA,"MULKEERAGH","LIMAVADY","LONDONDERRY","BT499HW",264717,421923,515991
"515992",NA,NA,NA,"6","ELSTREE COURT",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490TG",267569,423438,515992
"515993",NA,NA,NA,"19","GLENMORE GARDENS",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RT",267739,421997,515993
"515995",NA,NA,NA,"4","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AZ",267104,422402,515995
"515996",NA,NA,NA,"13","GLENROE WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267723,421834,515996
"516000",NA,NA,NA,"85","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268203,421402,516000
"516001",NA,NA,NA,"48","CASTLE GARDENS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268282,422957,516001
"516003",NA,NA,NA,"51","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267291,421651,516003
"516004",NA,NA,NA,"1","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AG",267305,422565,516004
"516006",NA,NA,NA,"153","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268494,421586,516006
"516007",NA,NA,NA,"119","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268320,423104,516007
"516008",NA,NA,NA,"19","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268563,421850,516008
"516009",NA,NA,NA,"5","ROEMMELE HAVEN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EB",268481,422301,516009
"516010",NA,NA,NA,"1","ROSSVALE GARDENS",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TH",268930,421955,516010
"516011",NA,NA,NA,"45","CHURCH STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267640,423298,516011
"516012",NA,NA,NA,"17","BALLYLEAGRY ROAD",NA,NA,NA,"TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NJ",269439,418538,516012
"516013",NA,NA,NA,"18","GLENMILL PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RS",267641,421925,516013
"516014",NA,NA,NA,"7","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267345,422556,516014
"516015",NA,NA,NA,"116","BALLYAVELIN ROAD",NA,NA,NA,"BALLYCRUM","LIMAVADY","LONDONDERRY","BT490QB",272538,422085,516015
"516017","LIME TREE RESTAURANT",NA,NA,"60","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",266980,422953,516017
"516020",NA,NA,NA,"7","TERRYDOO ROAD",NA,NA,NA,"DRUMRAMER","LIMAVADY","LONDONDERRY","BT490QL",273501,422623,516020
"516022",NA,NA,NA,"96","DRUMSURN ROAD",NA,NA,NA,"GLEBE","LIMAVADY","LONDONDERRY","BT490PD",270178,421698,516022
"516024",NA,NA,NA,"5","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267919,421790,516024
"516026",NA,NA,NA,"9","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EG",267428,422398,516026
"516029",NA,NA,NA,"11","CLOVERVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BG",268700,422206,516029
"516030",NA,NA,NA,"175","ROE MILL ROAD",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EX",267224,421324,516030
"516031",NA,NA,NA,"8","FULTON PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490DY",268742,421741,516031
"516033",NA,NA,NA,"103","BALLYQUIN ROAD",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT499EY",268363,420314,516033
"516034",NA,NA,NA,"15","MCQUILLAN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BQ",268363,422527,516034
"516035",NA,NA,NA,"30","BROAD ROAD",NA,NA,"BOVALLY","BOVALLY","LIMAVADY","LONDONDERRY","BT490QH",268624,423126,516035
"516036",NA,NA,NA,"7","ROSENDALE AVENUE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490AE",268863,421806,516036
"516038",NA,"FLAT 8",NA,"163-165","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AR",267295,422406,516038
"516039",NA,NA,NA,"17","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AZ",267137,422361,516039
"516040",NA,NA,NA,"13","KEADY WAY",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AU",267513,422507,516040
"516041",NA,NA,NA,"190","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268165,423051,516041
"516051",NA,NA,NA,"50","CHURCH STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BY",267767,423314,516051
"516052",NA,NA,NA,"85","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268251,421975,516052
"516054",NA,NA,NA,"19","DRUMRANE ROAD",NA,NA,NA,"SESNAGH","LIMAVADY","LONDONDERRY","BT499LB",266363,421290,516054
"516055",NA,NA,NA,"26","BOLEA ROAD",NA,NA,NA,"DERRY BEG","LIMAVADY","LONDONDERRY","BT490QT",269727,424759,516055
"516066",NA,NA,NA,"32","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268655,422744,516066
"516067",NA,NA,NA,"227","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268657,421448,516067
"516276",NA,NA,NA,"89","BALLYNARRIG ROAD",NA,NA,NA,"BALLYDARROG","LIMAVADY","LONDONDERRY","BT499NG",264489,417447,516276
"516785",NA,NA,NA,"29","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267208,422395,516785
"516816",NA,NA,NA,"4","ROSSNAREEN COURT",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TQ",268777,421953,516816
"522072",NA,NA,NA,"53A","SCROGGY ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267930,422499,522072
"522073","ELITE TANNING",NA,NA,"17B","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267123,423125,522073
"522099","PROBATION BOARD FOR N I",NA,NA,"21B","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DA",267061,423053,522099
"522150",NA,NA,NA,"548","SEACOAST ROAD",NA,NA,NA,"AUGHIL","LIMAVADY","LONDONDERRY","BT490LL",269534,434365,522150
"522284",NA,NA,NA,"13","PLANTATION VIEW",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268827,422922,522284
"522438","NORTHERN IRELAND FIRE BRIGADE",NA,NA,"22","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267083,423017,522438
"522464",NA,"FLAT 8","ROE FOLD",NA,"MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EL",266961,423295,522464
"522465",NA,NA,NA,"33","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267023,423203,522465
"522639",NA,NA,NA,"90","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267153,422216,522639
"523150",NA,NA,NA,"40","PLANTATION VIEW",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268809,423095,523150
"523159",NA,NA,NA,"6","BALLYNARRIG ROAD",NA,NA,NA,"CARLARAGH","LIMAVADY","LONDONDERRY","BT499LP",265783,419481,523159
"523314",NA,"FLAT 2",NA,"18","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266985,423211,523314
"523426",NA,NA,NA,"612","SEACOAST ROAD",NA,NA,NA,"BALLYMACLARY","LIMAVADY","LONDONDERRY","BT490LG",270778,434676,523426
"523427","THE CABIN",NA,NA,"35","BENONE AVENUE",NA,NA,NA,"BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271572,435879,523427
"523444",NA,NA,NA,"134","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TS",268720,421527,523444
"523594",NA,NA,NA,"28","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AH",267443,422668,523594
"523614",NA,NA,NA,"158","SEACOAST ROAD",NA,NA,NA,"CRINDLE","LIMAVADY","LONDONDERRY","BT499EG",266152,427461,523614
"523657","TRAINING & EMPLOYMENT AGENCY",NA,NA,"41","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267077,423180,523657
"523781",NA,NA,NA,"107C","POINT ROAD",NA,NA,NA,"BALLYMAGOLAND","LIMAVADY","LONDONDERRY","BT490LP",268185,435021,523781
"524057",NA,NA,"PRESBYTERIAN CHURCH HALL","27A","CHURCH STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267547,423298,524057
"524067",NA,NA,NA,"12","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QE",268022,421636,524067
"524154",NA,NA,NA,"12","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",267993,422314,524154
"524169",NA,NA,NA,"2","BOLEA PARK",NA,NA,NA,"KILLYBREADY","LIMAVADY","LONDONDERRY","BT490SH",271359,425733,524169
"524254",NA,NA,NA,"60","RINGSEND ROAD",NA,NA,NA,"LECK","LIMAVADY","LONDONDERRY","BT490QJ",272406,423257,524254
"525065",NA,NA,NA,"13","KENNAUGHT TERRACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AS",267266,422477,525065
"525284","SPAR SUPERMARKET",NA,NA,"01-Feb","KENNAUGHT TERRACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AS",267260,422508,525284
"525298",NA,NA,NA,"26","AGHANLOO ROAD",NA,NA,NA,"ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HX",268201,425905,525298
"525470",NA,NA,NA,"80","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SE",268275,422714,525470
"525473",NA,NA,NA,"4","ROSSVALE GARDENS",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TH",268965,421910,525473
"525751",NA,NA,NA,"51","GREYSTONE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490ND",268178,422438,525751
"525848",NA,NA,NA,"16","ANNADALE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BW",267134,422803,525848
"525857",NA,NA,NA,"7","THORNDALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268063,421914,525857
"525858",NA,NA,NA,"39","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268441,421933,525858
"525922",NA,NA,NA,"56","DOWLAND ROAD",NA,NA,"FRUITHILL","GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HR",267722,425200,525922
"526010",NA,NA,NA,"7","CARROWCLARE ROAD",NA,NA,NA,"BALLYHENRY WEST","LIMAVADY","LONDONDERRY","BT499ED",266169,427912,526010
"526490",NA,NA,NA,"62A","DRUMALIEF ROAD",NA,NA,NA,"DRUMALIEF","LIMAVADY","LONDONDERRY","BT490QX",270518,426081,526490
"526661",NA,NA,NA,"40","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269121,422382,526661
"526686",NA,NA,NA,"83","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UQ",269169,422289,526686
"527410",NA,NA,NA,"51B","BOLEA ROAD",NA,NA,NA,"DERRY MORE","LIMAVADY","LONDONDERRY","BT490QT",270328,424697,527410
"527451",NA,NA,NA,"29","CHURCH STREET",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267606,423307,527451
"527452",NA,NA,NA,"32","KILLANE ROAD",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490DN",267625,423579,527452
"527457",NA,NA,NA,"132","CARROWCLARE ROAD",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EB",263636,426966,527457
"527515",NA,NA,NA,"164","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SJ",268285,422178,527515
"527516",NA,NA,NA,"2","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QE",267988,421609,527516
"527555",NA,NA,NA,"25","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268751,422851,527555
"527610",NA,NA,NA,"3","ROBERTSON CRESCENT",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UN",268554,422210,527610
"527625",NA,NA,NA,"19","GLENVIEW DRIVE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267678,422002,527625
"527628",NA,NA,NA,"19","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",267940,425094,527628
"528744",NA,NA,NA,"21","CLOVERVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BG",268646,422247,528744
"529181",NA,NA,NA,"90","DRUMALIEF ROAD",NA,NA,NA,"DIRTAGH","LIMAVADY","LONDONDERRY","BT490QX",270594,426182,529181
"529192",NA,NA,NA,"60","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SY",268424,422053,529192
"529322",NA,NA,NA,"7","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268008,422054,529322
"529344",NA,NA,NA,"5","ROEALLEN HAVEN",NA,"BALLYAVELIN ROAD",NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NE",268597,420089,529344
"529534",NA,NA,NA,"22","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269096,422285,529534
"529961",NA,NA,NA,"18","BROIGHTER GARDENS",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GH",268878,422542,529961
"530038",NA,NA,NA,"117","POINT ROAD",NA,NA,NA,"LOWER DOAGHS","LIMAVADY","LONDONDERRY","BT490LP",266024,438739,530038
"530123",NA,NA,NA,"47","BENONE AVENUE",NA,NA,NA,"BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271705,435981,530123
"530143",NA,NA,NA,"540","SEACOAST ROAD",NA,NA,NA,"AUGHIL","LIMAVADY","LONDONDERRY","BT490LL",269456,434202,530143
"530144",NA,NA,NA,"21","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266841,431760,530144
"530145",NA,NA,NA,"8","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266875,431698,530145
"530149",NA,NA,NA,"486","SEACOAST ROAD",NA,NA,NA,"BALLYMULHOLLAND","LIMAVADY","LONDONDERRY","BT490LF",267526,434183,530149
"530150",NA,NA,NA,"8","CURRAGH ROAD",NA,NA,"BALLYSCULLION","MARGYMONAGHAN","LIMAVADY","LONDONDERRY","BT490LE",267834,433475,530150
"530154",NA,NA,NA,"22","BENONE AVENUE",NA,NA,NA,"BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271315,435898,530154
"530299",NA,NA,NA,"1","THE LONGLANDS",NA,NA,NA,"SHANVEY","LIMAVADY","LONDONDERRY","BT490LX",267950,428494,530299
"530301",NA,NA,NA,"90","BOLEA ROAD",NA,NA,NA,"KILLYBREADY","LIMAVADY","LONDONDERRY","BT490QU",271321,425738,530301
"530304",NA,NA,NA,"7","GRANNAGH PARK",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JR",267897,425153,530304
"530305",NA,NA,NA,"76","DRUMALIEF ROAD",NA,NA,NA,"DRUMALIEF","LIMAVADY","LONDONDERRY","BT490QX",270277,425972,530305
"530523",NA,NA,NA,"8","TYLER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DR",267967,423623,530523
"530524",NA,NA,NA,"34","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BB",266953,422740,530524
"530526",NA,NA,NA,"94","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267360,423013,530526
"530527",NA,NA,NA,"42","DRUMCEATT PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499HE",267324,421863,530527
"530528",NA,NA,NA,"6","O'CAHAN WAY",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499DG",267329,421711,530528
"530529",NA,NA,NA,"6","EVENTIDE GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AX",267464,422575,530529
